2026-09-25 16:03:36.497 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが HouseDesignedEvent を購読した
2026-09-25 16:03:36.498 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが GoalSetEvent を購読した
2026-09-25 16:03:36.498 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが HouseCompletedEvent を購読した
2026-09-25 16:03:36.498 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalAddedEvent を購読した
2026-09-25 16:03:36.498 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalCompletedEvent を購読した
2026-09-25 16:03:36.498 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalDroppedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが GoalEndedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが GoalSetEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalAddedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalCompletedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalDroppedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが HouseCompletedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが TownSiteChosenEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが TownDefinedEvent を購読した
2026-09-25 16:03:36.561 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが TownCompletedEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが GoalSetEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが GoalEndedEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalAddedEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalCompletedEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが MidGoalDroppedEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが TownSiteChosenEvent を購読した
2026-09-25 16:03:36.645 | DEBUG    | ailoveshen.infrastructure.events:subscribe:96 - ハンドラーが GameActionExecutedEvent を購読した
2026-09-25 16:03:36.645 | INFO     | ailoveshen.infrastructure.adapters.storage.json_mission_store:load:58 - 中目標を data/mission.json から読み込んだ
2026-09-25 16:03:36.645 | INFO     | ailoveshen.application.use_cases.play:_load_plan:154 - 中目標を引き継いだ: 自分の家を作る (built()), 夜に寝られるようにする (placed(bed, home)), 身を守る道具を持つ (have(wooden_sword, 1)), 食料を蓄える (have(food, 8))
2026-09-25 16:03:36.647 | INFO     | ailoveshen.presentation.web.goal_board:serve:174 - 目標ボード: http://127.0.0.1:8765/overlay
2026-09-25 16:03:36.838 | INFO     | ailoveshen.application.use_cases.play:execute:121 - 家はもう建てている途中 (シェンのぽかぽかログベース): 新しい家は設計しない
2026-09-25 16:03:39.423 | INFO     | ailoveshen.infrastructure.adapters.gemini.gemini_text_generator:_log_usage:205 - Gemini gemini-3.8-flash: 1654ms, prompt=1592 thoughts=None output=50 total=1642
2026-09-25 16:03:39.601 | INFO     | ailoveshen.application.use_cases.play:_start_goal:363 - 目標: built()（自分の家を作る (built()) のため）（no goal yet） - 夜が来る前に安全な拠点を確保するため、家の建築を進めます。; 残り 123
2026-09-25 16:03:39.601 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GoalSetEvent を 3 個のハンドラーに発行する
[goal] built() [自分の家を作る のため]: 夜が来る前に安全な拠点を確保するため、家の建築を進めます。
2026-09-25 16:03:39.601 | DEBUG    | ailoveshen.application.use_cases.generate_commentary:execute:82 - 実況を生成する
2026-09-25 16:03:39.764 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（3）: dig spruce_log at -13,69,8 | dig spruce_log at -13,68,8 | dig spruce_log at -13,67,8
2026-09-25 16:03:40.343 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 579ms, input=1029 -> dig spruce_log at -13,69,8（確信度 0.78）
2026-09-25 16:03:41.049 | INFO     | ailoveshen.infrastructure.adapters.gemini.gemini_text_generator:_log_usage:205 - Gemini gemini-3.8-flash: 1447ms, prompt=1102 thoughts=None output=35 total=1137
2026-09-25 16:03:41.050 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - CommentaryGeneratedEvent のハンドラーは登録されていない
[say] みんな見ててね、夜になる前に急いで安全なお家を建てちゃうよ！まずは材料になるトウヒの原木をどんどん集めていこうかな！
2026-09-25 16:04:00.595 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GameActionExecutedEvent を 1 個のハンドラーに発行する
2026-09-25 16:04:00.595 | INFO     | ailoveshen.presentation.services.game_service:play:100 - [1] built()（残り 123）-> dig spruce_log at -13,69,8 （確信度 0.78）: 失敗 failed: timeout （20.1秒）
2026-09-25 16:04:00.763 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（4）: dig spruce_log at -13,68,8 | dig spruce_log at -13,67,8 | dig spruce_log at -13,66,8 | pick up spruce_log #10501
2026-09-25 16:04:01.284 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 520ms, input=1134 -> dig spruce_log at -13,68,8（確信度 0.43）
2026-09-25 16:04:21.554 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GameActionExecutedEvent を 1 個のハンドラーに発行する
2026-09-25 16:04:21.554 | INFO     | ailoveshen.presentation.services.game_service:play:100 - [2] built()（残り 123）-> dig spruce_log at -13,68,8 （確信度 0.43）: 失敗 failed: timeout （20.1秒）
2026-09-25 16:04:21.760 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（5）: dig spruce_log at -13,67,8 | dig spruce_log at -15,67,4 | dig spruce_log at -13,66,8 | pick up spruce_log #10539 | pick up spruce_log #10501
2026-09-25 16:04:22.254 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 493ms, input=1244 -> dig spruce_log at -13,67,8（確信度 0.33）
2026-09-25 16:04:27.185 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GameActionExecutedEvent を 1 個のハンドラーに発行する
2026-09-25 16:04:27.186 | INFO     | ailoveshen.presentation.services.game_service:play:100 - [3] built()（残り 123）-> dig spruce_log at -13,67,8 （確信度 0.33）: 成功 dug spruce_log, picked up 3 items （4.8秒）
2026-09-25 16:04:27.359 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（4）: dig spruce_log at -13,66,8 | dig spruce_log at -15,65,4 | dig spruce_log at -15,67,4 | place log (start the house here)
2026-09-25 16:04:27.853 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 494ms, input=1244 -> dig spruce_log at -13,66,8（確信度 0.66）
2026-09-25 16:04:31.603 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GameActionExecutedEvent を 1 個のハンドラーに発行する
2026-09-25 16:04:31.603 | INFO     | ailoveshen.presentation.services.game_service:play:100 - [4] built()（残り 120）-> dig spruce_log at -13,66,8 （確信度 0.66）: 成功 dug spruce_log, picked up 1 items （3.6秒）
2026-09-25 16:04:31.767 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（4）: dig spruce_log at -15,65,4 | dig spruce_log at -15,67,4 | dig spruce_log at -15,68,4 | place log (start the house here)
2026-09-25 16:04:31.976 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 209ms, input=1254 -> place log (start the house here)（確信度 0.45）
2026-09-25 16:04:32.258 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GameActionExecutedEvent を 1 個のハンドラーに発行する
2026-09-25 16:04:32.259 | INFO     | ailoveshen.presentation.services.game_service:play:100 - [5] built()（残り 119）-> place log (start the house here) （確信度 0.45）: 成功 placed log (1/72) （0.1秒）
2026-09-25 16:04:32.420 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（3）: dig spruce_log at -15,65,4 | dig spruce_log at -15,67,4 | dig spruce_log at -15,68,4
2026-09-25 16:04:32.603 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 182ms, input=1207 -> dig spruce_log at -15,67,4（確信度 0.20）
2026-09-25 16:04:43.881 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - GameActionExecutedEvent を 1 個のハンドラーに発行する
2026-09-25 16:04:43.881 | INFO     | ailoveshen.presentation.services.game_service:play:100 - [6] built()（残り 118）-> dig spruce_log at -15,67,4 （確信度 0.20）: 成功 dug spruce_log, picked up 1 items （11.1秒）
2026-09-25 16:04:44.071 | INFO     | ailoveshen.application.use_cases.play:execute:257 - 候補（3）: dig spruce_log at -15,66,4 | dig spruce_log at -15,65,4 | dig spruce_log at -21,67,8
2026-09-25 16:04:44.621 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 550ms, input=1206 -> dig spruce_log at -15,66,4（確信度 0.70）
